2026-04-02 18:33:36 [wxauto4(41.1.2)] [DEBUG] [chatbox.py:154]  发送消息: 你好！很高兴见到你，有什么我可以帮助你的吗？
2026-04-02 18:33:54 [aiosqlite] [DEBUG] [core.py:62]  executing <function Connection.stop.<locals>.close_and_stop at 0x0000023F4A2D6E50>
2026-04-02 18:33:54 [aiosqlite] [DEBUG] [core.py:67]  operation <function Connection.stop.<locals>.close_and_stop at 0x0000023F4A2D6E50> completed
2026-04-02 18:33:54 [aiosqlite] [DEBUG] [core.py:62]  executing <function connect.<locals>.connector at 0x0000023F4A2D6790>
2026-04-02 18:33:54 [aiosqlite] [DEBUG] [core.py:67]  operation <function connect.<locals>.connector at 0x0000023F4A2D6790> completed
2026-04-02 18:33:54 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000023F4A259990>, 'SELECT * FROM conversation_context WHERE contact_id = ?', (3,))
2026-04-02 18:33:54 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000023F4A259990>, 'SELECT * FROM conversation_context WHERE contact_id = ?', (3,)) completed
2026-04-02 18:33:54 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method fetchone of sqlite3.Cursor object at 0x0000023F4959BB20>)
2026-04-02 18:33:54 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method fetchone of sqlite3.Cursor object at 0x0000023F4959BB20>) completed
2026-04-02 18:33:54 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method close of sqlite3.Cursor object at 0x0000023F4959BB20>)
2026-04-02 18:33:54 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method close of sqlite3.Cursor object at 0x0000023F4959BB20>) completed
2026-04-02 18:33:54 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method close of sqlite3.Connection object at 0x0000023F4A259990>)
2026-04-02 18:33:54 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method close of sqlite3.Connection object at 0x0000023F4A259990>) completed
2026-04-02 18:33:54 [aiosqlite] [DEBUG] [core.py:62]  executing <function Connection.stop.<locals>.close_and_stop at 0x0000023F4A2D6310>
2026-04-02 18:33:54 [aiosqlite] [DEBUG] [core.py:67]  operation <function Connection.stop.<locals>.close_and_stop at 0x0000023F4A2D6310> completed
2026-04-02 18:33:54 [aiosqlite] [DEBUG] [core.py:62]  executing <function connect.<locals>.connector at 0x0000023F4A2D6790>
2026-04-02 18:33:54 [aiosqlite] [DEBUG] [core.py:67]  operation <function connect.<locals>.connector at 0x0000023F4A2D6790> completed
2026-04-02 18:33:54 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000023F4A259990>, '\n                INSERT OR REPLACE INTO conversation_context (contact_id, context_json, updated_at)\n                VALUES (?, ?, ?)\n            ', (3, '[{"role": "user", "content": "你好"}, {"role": "assistant", "content": "你好！很高兴见到你，有什么我可以帮助你的吗？"}, {"role": "user", "content": "你好！很高兴见到你，有什么我可以帮助你的吗？"}, {"role": "assistant", "content": "你好！我也很高兴见到你。看起来你是想互相帮助嘛，我能为你提供什么服务或信息呢？如果你有任何问题或者需要帮助的地方尽管告诉我哦！"}, {"role": "user", "content": "很高兴认识你"}, {"role": "assistant", "content": "很高兴认识你！希望我们能有更多的交流和帮助。如果有任何问题或需要讨论的话题，随时可以找我。"}]', '2026-04-02T18:33:54.762521'))
2026-04-02 18:33:54 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000023F4A259990>, '\n                INSERT OR REPLACE INTO conversation_context (contact_id, context_json, updated_at)\n                VALUES (?, ?, ?)\n            ', (3, '[{"role": "user", "content": "你好"}, {"role": "assistant", "content": "你好！很高兴见到你，有什么我可以帮助你的吗？"}, {"role": "user", "content": "你好！很高兴见到你，有什么我可以帮助你的吗？"}, {"role": "assistant", "content": "你好！我也很高兴见到你。看起来你是想互相帮助嘛，我能为你提供什么服务或信息呢？如果你有任何问题或者需要帮助的地方尽管告诉我哦！"}, {"role": "user", "content": "很高兴认识你"}, {"role": "assistant", "content": "很高兴认识你！希望我们能有更多的交流和帮助。如果有任何问题或需要讨论的话题，随时可以找我。"}]', '2026-04-02T18:33:54.762521')) completed
2026-04-02 18:33:54 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method commit of sqlite3.Connection object at 0x0000023F4A259990>)
2026-04-02 18:33:54 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method commit of sqlite3.Connection object at 0x0000023F4A259990>) completed
2026-04-02 18:33:54 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method close of sqlite3.Connection object at 0x0000023F4A259990>)
2026-04-02 18:33:54 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method close of sqlite3.Connection object at 0x0000023F4A259990>) completed
2026-04-02 18:33:54 [aiosqlite] [DEBUG] [core.py:62]  executing <function Connection.stop.<locals>.close_and_stop at 0x0000023F4A2D6E50>
2026-04-02 18:33:54 [aiosqlite] [DEBUG] [core.py:67]  operation <function Connection.stop.<locals>.close_and_stop at 0x0000023F4A2D6E50> completed
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:62]  executing <function connect.<locals>.connector at 0x0000023F4A2D6700>
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:67]  operation <function connect.<locals>.connector at 0x0000023F4A2D6700> completed
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000023F4A259990>, 'SELECT * FROM contacts WHERE wx_id = ?', ('迟遇',))
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000023F4A259990>, 'SELECT * FROM contacts WHERE wx_id = ?', ('迟遇',)) completed
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method fetchone of sqlite3.Cursor object at 0x0000023F4959BB20>)
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method fetchone of sqlite3.Cursor object at 0x0000023F4959BB20>) completed
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method close of sqlite3.Cursor object at 0x0000023F4959BB20>)
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method close of sqlite3.Cursor object at 0x0000023F4959BB20>) completed
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method close of sqlite3.Connection object at 0x0000023F4A259990>)
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method close of sqlite3.Connection object at 0x0000023F4A259990>) completed
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:62]  executing <function Connection.stop.<locals>.close_and_stop at 0x0000023F4A2D6790>
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:67]  operation <function Connection.stop.<locals>.close_and_stop at 0x0000023F4A2D6790> completed
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:62]  executing <function connect.<locals>.connector at 0x0000023F4A2D64C0>
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:67]  operation <function connect.<locals>.connector at 0x0000023F4A2D64C0> completed
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000023F4A259990>, '\n                INSERT INTO messages (contact_id, msg_type, content, timestamp)\n                VALUES (?, ?, ?, ?)\n            ', (3, 'received', '很高兴认识你！希望我们能有更多的交流和帮助。如果有任何问题或需要讨论的话题，随时可以找我。', '2026-04-02T18:34:00.275746'))
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000023F4A259990>, '\n                INSERT INTO messages (contact_id, msg_type, content, timestamp)\n                VALUES (?, ?, ?, ?)\n            ', (3, 'received', '很高兴认识你！希望我们能有更多的交流和帮助。如果有任何问题或需要讨论的话题，随时可以找我。', '2026-04-02T18:34:00.275746')) completed
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method commit of sqlite3.Connection object at 0x0000023F4A259990>)
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method commit of sqlite3.Connection object at 0x0000023F4A259990>) completed
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method close of sqlite3.Connection object at 0x0000023F4A259990>)
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method close of sqlite3.Connection object at 0x0000023F4A259990>) completed
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:62]  executing <function Connection.stop.<locals>.close_and_stop at 0x0000023F4A2D6790>
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:67]  operation <function Connection.stop.<locals>.close_and_stop at 0x0000023F4A2D6790> completed
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:62]  executing <function connect.<locals>.connector at 0x0000023F4A2D6700>
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:67]  operation <function connect.<locals>.connector at 0x0000023F4A2D6700> completed
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000023F4A259D50>, 'SELECT * FROM conversation_context WHERE contact_id = ?', (3,))
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000023F4A259D50>, 'SELECT * FROM conversation_context WHERE contact_id = ?', (3,)) completed
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method fetchone of sqlite3.Cursor object at 0x0000023F4959BB20>)
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method fetchone of sqlite3.Cursor object at 0x0000023F4959BB20>) completed
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method close of sqlite3.Cursor object at 0x0000023F4959BB20>)
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method close of sqlite3.Cursor object at 0x0000023F4959BB20>) completed
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method close of sqlite3.Connection object at 0x0000023F4A259D50>)
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method close of sqlite3.Connection object at 0x0000023F4A259D50>) completed
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:62]  executing <function Connection.stop.<locals>.close_and_stop at 0x0000023F4A2D6EE0>
2026-04-02 18:34:00 [aiosqlite] [DEBUG] [core.py:67]  operation <function Connection.stop.<locals>.close_and_stop at 0x0000023F4A2D6EE0> completed
2026-04-02 18:34:04 [wechat_custody] [INFO] [message_handler.py:128]  AI 回复 迟遇: 谢谢你的友好！确实，我很乐意与你进行更多的交流和提供帮助。如果你有任何疑问、想要分享的想法或是需要讨...
2026-04-02 18:34:04 [wxauto4(41.1.2)] [DEBUG] [chatbox.py:154]  发送消息: 谢谢你的友好！确实，我很乐意与你进行更多的交流和提供帮助。如果你有任何疑问、想要分享的想法或是需要讨论的话题，随时都可以联系我哦！我们一起学习、探讨，让交流变得更加有趣和有意义。
2026-04-02 18:34:05 [wechat_custody] [INFO] [wechat_client.py:122]  发送消息给 迟遇: 谢谢你的友好！确实，我很乐意与你进行更多的交流和提供帮助。如果你有任何疑问、想要分享的想法或是需要讨...
2026-04-02 18:34:05 [aiosqlite] [DEBUG] [core.py:62]  executing <function connect.<locals>.connector at 0x0000023F4A2D6EE0>
2026-04-02 18:34:05 [aiosqlite] [DEBUG] [core.py:67]  operation <function connect.<locals>.connector at 0x0000023F4A2D6EE0> completed
2026-04-02 18:34:05 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000023F4A259D50>, '\n                INSERT INTO messages (contact_id, msg_type, content, timestamp)\n                VALUES (?, ?, ?, ?)\n            ', (3, 'sent', '谢谢你的友好！确实，我很乐意与你进行更多的交流和提供帮助。如果你有任何疑问、想要分享的想法或是需要讨论的话题，随时都可以联系我哦！我们一起学习、探讨，让交流变得更加有趣和有意义。', '2026-04-02T18:34:05.198293'))
2026-04-02 18:34:05 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000023F4A259D50>, '\n                INSERT INTO messages (contact_id, msg_type, content, timestamp)\n                VALUES (?, ?, ?, ?)\n            ', (3, 'sent', '谢谢你的友好！确实，我很乐意与你进行更多的交流和提供帮助。如果你有任何疑问、想要分享的想法或是需要讨论的话题，随时都可以联系我哦！我们一起学习、探讨，让交流变得更加有趣和有意义。', '2026-04-02T18:34:05.198293')) completed
2026-04-02 18:34:05 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method commit of sqlite3.Connection object at 0x0000023F4A259D50>)
2026-04-02 18:34:05 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method commit of sqlite3.Connection object at 0x0000023F4A259D50>) completed
2026-04-02 18:34:05 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method close of sqlite3.Connection object at 0x0000023F4A259D50>)
2026-04-02 18:34:05 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method close of sqlite3.Connection object at 0x0000023F4A259D50>) completed
2026-04-02 18:34:05 [aiosqlite] [DEBUG] [core.py:62]  executing <function Connection.stop.<locals>.close_and_stop at 0x0000023F4A2D6790>
2026-04-02 18:34:05 [aiosqlite] [DEBUG] [core.py:67]  operation <function Connection.stop.<locals>.close_and_stop at 0x0000023F4A2D6790> completed
2026-04-02 18:34:05 [aiosqlite] [DEBUG] [core.py:62]  executing <function connect.<locals>.connector at 0x0000023F4A2D64C0>
2026-04-02 18:34:05 [aiosqlite] [DEBUG] [core.py:67]  operation <function connect.<locals>.connector at 0x0000023F4A2D64C0> completed
2026-04-02 18:34:05 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000023F4A259990>, 'SELECT * FROM conversation_context WHERE contact_id = ?', (3,))
2026-04-02 18:34:05 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x0000023F4A259990>, 'SELECT * FROM conversation_context WHERE contact_id = ?', (3,)) completed
2026-04-02 18:34:05 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method fetchone of sqlite3.Cursor object at 0x0000023F4959BB20>)
2026-04-02 18:34:05 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method fetchone of sqlite3.Cursor object at 0x0000023F4959BB20>) completed
2026-04-02 18:34:05 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method close of sqlite3.Cursor object at 0x0000023F4959BB20>)
2026-04-02 18:34:05 [aiosqlite] [DEBUG] [core.py:67]  operation functools.partial(<built-in method close of sqlite3.Cursor object at 0x0000023F4959BB20>) completed
2026-04-02 18:34:05 [aiosqlite] [DEBUG] [core.py:62]  executing functools.partial(<built-in method close of sqlite3.Connection object at 0x0000023F4A259990>)
